area_code,state,market,market_size,profit,margin,sales,cogs,total_expenses,marketing,inventory,budget_profit,budget_cogs,budget_margin,budget_sales,productid,date,product_type,product,type,mes,año
518,New York,East,Major Market,133.0,179.0,302.0,123.0,46.0,34.0,928.0,150.0,130.0,190.0,320.0,12,2010-09-01,Tea,Earl Grey,Regular,9,2010
518,New York,East,Major Market,197.0,179.0,322.0,123.0,46.0,34.0,928.0,150.0,130.0,190.0,320.0,12,2011-09-01,Tea,Earl Grey,Regular,9,2011
518,New York,East,Major Market,197.0,179.0,322.0,123.0,46.0,34.0,959.0,150.0,120.0,190.0,310.0,12,2011-12-01,Tea,Earl Grey,Regular,12,2011
518,New York,East,Major Market,40.0,76.0,138.0,60.0,95.0,70.0,723.0,40.0,50.0,70.0,130.0,7,2011-12-01,Espresso,Regular Espresso,Regular,12,2011
530,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2011-06-01,Coffee,Columbian,Regular,6,2011
530,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2011-12-01,Coffee,Columbian,Regular,12,2011
530,California,West,Major Market,40.0,-30.0,165.0,60.0,100.0,64.0,619.0,40.0,50.0,-40.0,200.0,3,2011-08-01,Coffee,Decaf Irish Cream,Decaf,8,2011
530,California,West,Major Market,86.0,114.0,201.0,75.0,56.0,24.0,549.0,50.0,40.0,80.0,120.0,13,2011-02-01,Tea,Green Tea,Regular,2,2011
530,California,West,Major Market,58.0,90.0,160.0,60.0,51.0,19.0,656.0,40.0,30.0,70.0,100.0,13,2011-09-01,Tea,Green Tea,Regular,9,2011
530,California,West,Major Market,50.0,239.0,412.0,173.0,46.0,22.0,927.0,60.0,160.0,230.0,390.0,5,2010-08-01,Espresso,Caffe Mocha,Regular,8,2010
530,California,West,Major Market,31.0,187.0,322.0,135.0,46.0,22.0,940.0,40.0,130.0,180.0,310.0,5,2010-12-01,Espresso,Caffe Mocha,Regular,12,2010
530,California,West,Major Market,26.0,145.0,280.0,105.0,46.0,22.0,725.0,20.0,100.0,140.0,240.0,5,2011-01-01,Espresso,Caffe Mocha,Regular,1,2011
530,California,West,Major Market,46.0,187.0,343.0,135.0,46.0,22.0,940.0,40.0,130.0,180.0,310.0,5,2011-12-01,Espresso,Caffe Mocha,Regular,12,2011
530,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,6,2011-09-01,Espresso,Decaf Espresso,Decaf,9,2011
530,California,West,Major Market,40.0,245.0,138.0,60.0,89.0,64.0,965.0,160.0,170.0,220.0,390.0,9,2011-01-01,Herbal Tea,Lemon,Decaf,1,2011
530,California,West,Major Market,68.0,107.0,190.0,83.0,39.0,27.0,613.0,60.0,70.0,90.0,160.0,10,2010-02-01,Herbal Tea,Mint,Decaf,2,2010
530,California,West,Major Market,92.0,107.0,188.0,83.0,37.0,27.0,584.0,60.0,70.0,90.0,160.0,10,2011-05-01,Herbal Tea,Mint,Decaf,5,2011
530,California,West,Major Market,39.0,51.0,96.0,39.0,25.0,12.0,541.0,40.0,20.0,40.0,60.0,10,2011-10-01,Herbal Tea,Mint,Decaf,10,2011
530,California,West,Major Market,153.0,152.0,254.0,104.0,38.0,29.0,821.0,100.0,60.0,110.0,170.0,11,2011-05-01,Tea,Darjeeling,Regular,5,2011
530,California,West,Major Market,83.0,117.0,198.0,81.0,34.0,22.0,460.0,70.0,50.0,80.0,130.0,12,2010-04-01,Tea,Earl Grey,Regular,4,2010
530,California,West,Major Market,89.0,124.0,210.0,86.0,35.0,24.0,499.0,80.0,50.0,90.0,140.0,12,2010-05-01,Tea,Earl Grey,Regular,5,2010
541,Oregon,West,Small Market,1.0,87.0,150.0,63.0,86.0,57.0,435.0,40.0,70.0,110.0,180.0,1,2010-01-01,Coffee,Amaretto,Regular,1,2010
541,Oregon,West,Small Market,-6.0,63.0,107.0,44.0,69.0,40.0,496.0,30.0,50.0,80.0,130.0,1,2010-06-01,Coffee,Amaretto,Regular,6,2010
541,Oregon,West,Small Market,-11.0,52.0,89.0,37.0,63.0,33.0,513.0,20.0,40.0,70.0,110.0,1,2010-08-01,Coffee,Amaretto,Regular,8,2010
541,Oregon,West,Small Market,-3.0,74.0,126.0,52.0,77.0,47.0,509.0,30.0,60.0,90.0,150.0,1,2010-09-01,Coffee,Amaretto,Regular,9,2010
541,Oregon,West,Small Market,-4.0,73.0,125.0,52.0,77.0,47.0,509.0,10.0,60.0,80.0,140.0,1,2010-11-01,Coffee,Amaretto,Regular,11,2010
541,Oregon,West,Small Market,-6.0,75.0,137.0,54.0,79.0,49.0,427.0,40.0,60.0,100.0,160.0,1,2011-02-01,Coffee,Amaretto,Regular,2,2011
541,Oregon,West,Small Market,-10.0,65.0,119.0,47.0,72.0,42.0,521.0,20.0,50.0,80.0,130.0,1,2011-12-01,Coffee,Amaretto,Regular,12,2011
541,Oregon,West,Small Market,18.0,80.0,137.0,57.0,62.0,18.0,469.0,50.0,70.0,100.0,170.0,2,2010-09-01,Coffee,Columbian,Regular,9,2010
541,Oregon,West,Small Market,12.0,70.0,127.0,49.0,62.0,16.0,399.0,30.0,60.0,80.0,140.0,2,2011-04-01,Coffee,Columbian,Regular,4,2011
541,Oregon,West,Small Market,0.0,55.0,93.0,39.0,51.0,12.0,478.0,20.0,40.0,70.0,110.0,2,2011-07-01,Coffee,Columbian,Regular,7,2011
541,Oregon,West,Small Market,27.0,80.0,146.0,57.0,62.0,18.0,469.0,50.0,70.0,100.0,170.0,2,2011-09-01,Coffee,Columbian,Regular,9,2011
541,Oregon,West,Small Market,21.0,75.0,136.0,53.0,61.0,17.0,470.0,40.0,60.0,90.0,150.0,2,2011-11-01,Coffee,Columbian,Regular,11,2011
541,Oregon,West,Small Market,1.0,57.0,104.0,41.0,56.0,13.0,482.0,20.0,40.0,70.0,110.0,2,2011-12-01,Coffee,Columbian,Regular,12,2011
541,Oregon,West,Small Market,20.0,55.0,93.0,38.0,35.0,12.0,414.0,40.0,40.0,70.0,110.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf,6,2010
541,Oregon,West,Small Market,19.0,51.0,85.0,34.0,32.0,10.0,428.0,40.0,40.0,60.0,100.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,8,2010
541,Oregon,West,Small Market,42.0,64.0,114.0,43.0,36.0,13.0,363.0,50.0,50.0,80.0,130.0,3,2011-04-01,Coffee,Decaf Irish Cream,Decaf,4,2011
541,Oregon,West,Small Market,25.0,51.0,84.0,34.0,31.0,10.0,432.0,40.0,40.0,60.0,100.0,3,2011-07-01,Coffee,Decaf Irish Cream,Decaf,7,2011
541,Oregon,West,Small Market,37.0,60.0,108.0,41.0,35.0,13.0,435.0,50.0,40.0,80.0,120.0,3,2011-12-01,Coffee,Decaf Irish Cream,Decaf,12,2011
541,Oregon,West,Small Market,67.0,116.0,200.0,84.0,49.0,26.0,500.0,50.0,50.0,80.0,130.0,13,2010-01-01,Tea,Green Tea,Regular,1,2010
541,Oregon,West,Small Market,74.0,125.0,214.0,89.0,51.0,27.0,481.0,60.0,50.0,90.0,140.0,13,2010-03-01,Tea,Green Tea,Regular,3,2010
541,Oregon,West,Small Market,102.0,161.0,277.0,116.0,59.0,35.0,678.0,70.0,70.0,110.0,180.0,13,2010-08-01,Tea,Green Tea,Regular,8,2010
541,Oregon,West,Small Market,81.0,134.0,230.0,96.0,53.0,29.0,666.0,60.0,60.0,90.0,150.0,13,2010-09-01,Tea,Green Tea,Regular,9,2010
541,Oregon,West,Small Market,104.0,116.0,224.0,84.0,51.0,26.0,500.0,50.0,50.0,80.0,130.0,13,2011-01-01,Tea,Green Tea,Regular,1,2011
541,Oregon,West,Small Market,139.0,159.0,271.0,114.0,54.0,35.0,555.0,70.0,70.0,110.0,180.0,13,2011-05-01,Tea,Green Tea,Regular,5,2011
541,Oregon,West,Small Market,178.0,195.0,333.0,141.0,61.0,43.0,692.0,90.0,90.0,130.0,220.0,13,2011-07-01,Tea,Green Tea,Regular,7,2011
541,Oregon,West,Small Market,113.0,127.0,232.0,91.0,51.0,28.0,656.0,50.0,40.0,60.0,100.0,13,2011-10-01,Tea,Green Tea,Regular,10,2011
541,Oregon,West,Small Market,33.0,80.0,140.0,60.0,47.0,19.0,329.0,50.0,50.0,80.0,130.0,5,2010-02-01,Espresso,Caffe Mocha,Regular,2,2010
541,Oregon,West,Small Market,27.0,71.0,123.0,52.0,44.0,17.0,361.0,40.0,40.0,70.0,110.0,5,2010-05-01,Espresso,Caffe Mocha,Regular,5,2010
541,Oregon,West,Small Market,28.0,72.0,125.0,53.0,44.0,17.0,410.0,40.0,50.0,70.0,120.0,5,2010-09-01,Espresso,Caffe Mocha,Regular,9,2010
541,Oregon,West,Small Market,49.0,80.0,149.0,60.0,47.0,19.0,329.0,50.0,50.0,80.0,130.0,5,2011-02-01,Espresso,Caffe Mocha,Regular,2,2011
541,Oregon,West,Small Market,33.0,68.0,117.0,50.0,41.0,16.0,397.0,40.0,40.0,70.0,110.0,5,2011-06-01,Espresso,Caffe Mocha,Regular,6,2011
541,Oregon,West,Small Market,40.0,71.0,131.0,52.0,44.0,17.0,405.0,60.0,30.0,70.0,100.0,5,2011-10-01,Espresso,Caffe Mocha,Regular,10,2011
541,Oregon,West,Small Market,49.0,79.0,147.0,59.0,46.0,19.0,411.0,50.0,50.0,80.0,130.0,5,2011-11-01,Espresso,Caffe Mocha,Regular,11,2011
541,Oregon,West,Small Market,83.0,149.0,298.0,149.0,66.0,41.0,1156.0,90.0,140.0,140.0,280.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,5,2010
541,Oregon,West,Small Market,83.0,149.0,298.0,149.0,66.0,41.0,1245.0,90.0,140.0,140.0,280.0,6,2010-06-01,Espresso,Decaf Espresso,Decaf,6,2010
541,Oregon,West,Small Market,81.0,146.0,291.0,145.0,65.0,40.0,1304.0,90.0,130.0,140.0,270.0,6,2010-07-01,Espresso,Decaf Espresso,Decaf,7,2010
541,Oregon,West,Small Market,87.0,155.0,310.0,155.0,68.0,43.0,1280.0,90.0,140.0,150.0,290.0,6,2010-09-01,Espresso,Decaf Espresso,Decaf,9,2010
541,Oregon,West,Small Market,115.0,149.0,295.0,149.0,61.0,41.0,1156.0,90.0,140.0,140.0,280.0,6,2011-05-01,Espresso,Decaf Espresso,Decaf,5,2011
541,Oregon,West,Small Market,112.0,146.0,288.0,145.0,60.0,40.0,1292.0,90.0,130.0,140.0,270.0,6,2011-08-01,Espresso,Decaf Espresso,Decaf,8,2011
541,Oregon,West,Small Market,33.0,55.0,92.0,37.0,22.0,10.0,768.0,50.0,30.0,50.0,80.0,8,2010-03-01,Herbal Tea,Chamomile,Decaf,3,2010
541,Oregon,West,Small Market,17.0,36.0,61.0,25.0,19.0,7.0,823.0,30.0,20.0,30.0,50.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf,9,2010
541,Oregon,West,Small Market,19.0,36.0,60.0,24.0,17.0,6.0,829.0,20.0,20.0,30.0,50.0,8,2010-12-01,Herbal Tea,Chamomile,Decaf,12,2010
541,Oregon,West,Small Market,30.0,41.0,68.0,28.0,18.0,7.0,816.0,40.0,20.0,40.0,60.0,8,2011-06-01,Herbal Tea,Chamomile,Decaf,6,2011
541,Oregon,West,Small Market,28.0,38.0,67.0,25.0,19.0,7.0,823.0,20.0,20.0,30.0,50.0,8,2011-11-01,Herbal Tea,Chamomile,Decaf,11,2011
541,Oregon,West,Small Market,30.0,56.0,100.0,44.0,26.0,14.0,618.0,30.0,30.0,50.0,80.0,9,2010-02-01,Herbal Tea,Lemon,Decaf,2,2010
541,Oregon,West,Small Market,53.0,87.0,155.0,68.0,34.0,22.0,587.0,60.0,50.0,80.0,130.0,9,2010-08-01,Herbal Tea,Lemon,Decaf,8,2010
541,Oregon,West,Small Market,66.0,104.0,185.0,81.0,38.0,26.0,551.0,70.0,70.0,100.0,170.0,9,2010-12-01,Herbal Tea,Lemon,Decaf,12,2010
541,Oregon,West,Small Market,47.0,60.0,113.0,46.0,28.0,15.0,608.0,40.0,30.0,60.0,90.0,9,2011-04-01,Herbal Tea,Lemon,Decaf,4,2011
541,Oregon,West,Small Market,41.0,56.0,98.0,43.0,24.0,14.0,602.0,30.0,30.0,50.0,80.0,9,2011-05-01,Herbal Tea,Lemon,Decaf,5,2011
541,Oregon,West,Small Market,73.0,87.0,154.0,68.0,32.0,22.0,587.0,60.0,50.0,80.0,130.0,9,2011-08-01,Herbal Tea,Lemon,Decaf,8,2011
541,Oregon,West,Small Market,70.0,79.0,149.0,61.0,32.0,20.0,579.0,50.0,50.0,70.0,120.0,9,2011-09-01,Herbal Tea,Lemon,Decaf,9,2011
541,Oregon,West,Small Market,108.0,115.0,218.0,90.0,42.0,29.0,572.0,90.0,60.0,100.0,160.0,9,2011-10-01,Herbal Tea,Lemon,Decaf,10,2011
541,Oregon,West,Small Market,104.0,112.0,213.0,88.0,42.0,29.0,561.0,70.0,80.0,100.0,180.0,9,2011-11-01,Herbal Tea,Lemon,Decaf,11,2011
541,Oregon,West,Small Market,17.0,34.0,56.0,22.0,17.0,6.0,452.0,20.0,10.0,20.0,30.0,11,2010-02-01,Tea,Darjeeling,Regular,2,2010
541,Oregon,West,Small Market,9.0,26.0,44.0,18.0,17.0,5.0,486.0,10.0,10.0,10.0,20.0,11,2010-07-01,Tea,Darjeeling,Regular,7,2010
541,Oregon,West,Small Market,13.0,30.0,50.0,20.0,17.0,5.0,482.0,20.0,10.0,20.0,30.0,11,2010-09-01,Tea,Darjeeling,Regular,9,2010
541,Oregon,West,Small Market,16.0,32.0,53.0,21.0,16.0,5.0,480.0,20.0,0.0,20.0,20.0,11,2010-10-01,Tea,Darjeeling,Regular,10,2010
541,Oregon,West,Small Market,28.0,48.0,80.0,32.0,20.0,8.0,482.0,30.0,20.0,30.0,50.0,11,2010-11-01,Tea,Darjeeling,Regular,11,2010
541,Oregon,West,Small Market,44.0,48.0,90.0,32.0,21.0,8.0,456.0,30.0,20.0,30.0,50.0,11,2011-01-01,Tea,Darjeeling,Regular,1,2011
541,Oregon,West,Small Market,24.0,32.0,56.0,21.0,16.0,5.0,449.0,20.0,10.0,20.0,30.0,11,2011-03-01,Tea,Darjeeling,Regular,3,2011
541,Oregon,West,Small Market,22.0,32.0,56.0,21.0,17.0,5.0,454.0,20.0,10.0,20.0,30.0,11,2011-04-01,Tea,Darjeeling,Regular,4,2011
541,Oregon,West,Small Market,12.0,25.0,41.0,16.0,15.0,4.0,484.0,10.0,10.0,10.0,20.0,11,2011-08-01,Tea,Darjeeling,Regular,8,2011
541,Oregon,West,Small Market,19.0,30.0,53.0,20.0,17.0,5.0,482.0,20.0,10.0,20.0,30.0,11,2011-09-01,Tea,Darjeeling,Regular,9,2011
541,Oregon,West,Small Market,37.0,44.0,78.0,29.0,19.0,8.0,490.0,30.0,20.0,30.0,50.0,11,2011-12-01,Tea,Darjeeling,Regular,12,2011
541,Oregon,West,Small Market,73.0,134.0,222.0,88.0,61.0,29.0,653.0,70.0,50.0,100.0,150.0,12,2010-04-01,Tea,Earl Grey,Regular,4,2010
541,Oregon,West,Small Market,87.0,150.0,249.0,99.0,63.0,32.0,798.0,60.0,60.0,100.0,160.0,12,2010-09-01,Tea,Earl Grey,Regular,9,2010
541,Oregon,West,Small Market,144.0,172.0,283.0,114.0,63.0,37.0,822.0,80.0,70.0,120.0,190.0,12,2011-07-01,Tea,Earl Grey,Regular,7,2011
541,Oregon,West,Small Market,144.0,172.0,283.0,114.0,63.0,37.0,810.0,80.0,70.0,120.0,190.0,12,2011-08-01,Tea,Earl Grey,Regular,8,2011
541,Oregon,West,Small Market,15.0,71.0,129.0,58.0,56.0,22.0,325.0,20.0,50.0,70.0,120.0,4,2010-03-01,Espresso,Caffe Latte,Regular,3,2010
541,Oregon,West,Small Market,13.0,67.0,121.0,54.0,54.0,20.0,337.0,20.0,50.0,60.0,110.0,4,2010-04-01,Espresso,Caffe Latte,Regular,4,2010
541,Oregon,West,Small Market,11.0,65.0,118.0,53.0,54.0,20.0,361.0,20.0,50.0,60.0,110.0,4,2010-05-01,Espresso,Caffe Latte,Regular,5,2010
541,Oregon,West,Small Market,16.0,69.0,124.0,55.0,53.0,20.0,410.0,30.0,50.0,70.0,120.0,4,2010-11-01,Espresso,Caffe Latte,Regular,11,2010
541,Oregon,West,Small Market,27.0,73.0,141.0,59.0,55.0,22.0,331.0,20.0,50.0,70.0,120.0,4,2011-02-01,Espresso,Caffe Latte,Regular,2,2011
541,Oregon,West,Small Market,15.0,65.0,117.0,53.0,50.0,20.0,361.0,20.0,50.0,60.0,110.0,4,2011-05-01,Espresso,Caffe Latte,Regular,5,2011
541,Oregon,West,Small Market,12.0,60.0,108.0,49.0,47.0,18.0,414.0,20.0,40.0,60.0,100.0,4,2011-08-01,Espresso,Caffe Latte,Regular,8,2011
559,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2010-01-01,Coffee,Columbian,Regular,1,2010
559,California,West,Major Market,40.0,76.0,138.0,60.0,88.0,66.0,942.0,160.0,180.0,220.0,400.0,9,2011-02-01,Herbal Tea,Lemon,Decaf,2,2011
559,California,West,Major Market,40.0,76.0,138.0,60.0,87.0,72.0,1060.0,40.0,50.0,250.0,130.0,9,2011-05-01,Herbal Tea,Lemon,Decaf,5,2011
559,California,West,Major Market,129.0,212.0,423.0,60.0,83.0,59.0,619.0,140.0,50.0,210.0,130.0,4,2010-11-01,Espresso,Caffe Latte,Regular,11,2010
561,Florida,East,Major Market,67.0,126.0,210.0,84.0,59.0,27.0,632.0,70.0,80.0,110.0,190.0,2,2010-03-01,Coffee,Columbian,Regular,3,2010
561,Florida,East,Major Market,93.0,120.0,213.0,80.0,57.0,26.0,640.0,80.0,70.0,120.0,190.0,2,2011-02-01,Coffee,Columbian,Regular,2,2011
561,Florida,East,Major Market,98.0,155.0,267.0,112.0,57.0,34.0,502.0,100.0,100.0,150.0,250.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf,4,2010
561,Florida,East,Major Market,76.0,127.0,218.0,91.0,51.0,28.0,656.0,90.0,70.0,110.0,180.0,3,2010-10-01,Coffee,Decaf Irish Cream,Decaf,10,2010
561,Florida,East,Major Market,141.0,161.0,275.0,116.0,55.0,35.0,678.0,100.0,110.0,150.0,260.0,3,2011-08-01,Coffee,Decaf Irish Cream,Decaf,8,2011
561,Florida,East,Major Market,28.0,47.0,78.0,31.0,19.0,8.0,856.0,40.0,30.0,50.0,80.0,13,2010-11-01,Tea,Green Tea,Regular,11,2010
561,Florida,East,Major Market,51.0,103.0,180.0,77.0,52.0,25.0,557.0,60.0,70.0,100.0,170.0,6,2010-11-01,Espresso,Decaf Espresso,Decaf,11,2010
561,Florida,East,Major Market,21.0,43.0,76.0,33.0,22.0,10.0,577.0,20.0,20.0,30.0,50.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf,9,2010
561,Florida,East,Major Market,11.0,30.0,52.0,22.0,19.0,7.0,570.0,10.0,10.0,20.0,30.0,8,2010-11-01,Herbal Tea,Chamomile,Decaf,11,2010
561,Florida,East,Major Market,19.0,67.0,129.0,54.0,54.0,20.0,391.0,10.0,40.0,40.0,80.0,9,2011-11-01,Herbal Tea,Lemon,Decaf,11,2011
561,Florida,East,Major Market,50.0,96.0,176.0,80.0,46.0,24.0,1079.0,30.0,60.0,60.0,120.0,10,2010-12-01,Herbal Tea,Mint,Decaf,12,2010
561,Florida,East,Major Market,65.0,89.0,175.0,75.0,45.0,23.0,1063.0,30.0,50.0,60.0,110.0,10,2011-11-01,Herbal Tea,Mint,Decaf,11,2011
561,Florida,East,Major Market,47.0,52.0,93.0,35.0,20.0,9.0,875.0,50.0,30.0,60.0,90.0,11,2011-09-01,Tea,Darjeeling,Regular,9,2011
561,Florida,East,Major Market,52.0,56.0,100.0,38.0,21.0,10.0,871.0,50.0,40.0,60.0,100.0,11,2011-10-01,Tea,Darjeeling,Regular,10,2011
562,California,West,Major Market,40.0,76.0,87.0,154.0,72.0,49.0,619.0,40.0,50.0,70.0,100.0,1,2010-08-01,Coffee,Amaretto,Regular,8,2010
562,California,West,Major Market,40.0,-13.0,117.0,123.0,63.0,39.0,964.0,-70.0,150.0,-20.0,130.0,1,2011-04-01,Coffee,Amaretto,Regular,4,2011
562,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2011-09-01,Coffee,Columbian,Regular,9,2011
562,California,West,Major Market,56.0,110.0,182.0,72.0,54.0,23.0,650.0,50.0,20.0,60.0,80.0,13,2010-10-01,Tea,Green Tea,Regular,10,2010
562,California,West,Major Market,45.0,225.0,387.0,162.0,46.0,22.0,943.0,60.0,150.0,220.0,370.0,5,2010-07-01,Espresso,Caffe Mocha,Regular,7,2010
562,California,West,Major Market,27.0,173.0,298.0,125.0,46.0,22.0,898.0,50.0,110.0,160.0,270.0,5,2010-10-01,Espresso,Caffe Mocha,Regular,10,2010
562,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,1616.0,40.0,50.0,70.0,130.0,6,2010-06-01,Espresso,Decaf Espresso,Decaf,6,2010
562,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,6,2011-07-01,Espresso,Decaf Espresso,Decaf,7,2011
562,California,West,Major Market,101.0,139.0,234.0,95.0,38.0,26.0,799.0,100.0,80.0,120.0,200.0,8,2010-03-01,Herbal Tea,Chamomile,Decaf,3,2010
562,California,West,Major Market,156.0,145.0,261.0,100.0,40.0,28.0,981.0,110.0,80.0,130.0,210.0,8,2011-09-01,Herbal Tea,Chamomile,Decaf,9,2011
562,California,West,Major Market,186.0,76.0,138.0,60.0,95.0,74.0,1246.0,170.0,50.0,220.0,130.0,9,2010-10-01,Herbal Tea,Lemon,Decaf,10,2010
562,California,West,Major Market,69.0,109.0,193.0,84.0,40.0,27.0,603.0,60.0,70.0,90.0,160.0,10,2010-03-01,Herbal Tea,Mint,Decaf,3,2010
562,California,West,Major Market,92.0,100.0,190.0,78.0,38.0,25.0,593.0,60.0,60.0,90.0,150.0,10,2011-04-01,Herbal Tea,Mint,Decaf,4,2011
562,California,West,Major Market,112.0,152.0,256.0,104.0,40.0,29.0,952.0,100.0,60.0,110.0,170.0,11,2010-07-01,Tea,Darjeeling,Regular,7,2010
562,California,West,Major Market,134.0,179.0,302.0,123.0,45.0,34.0,915.0,80.0,50.0,90.0,140.0,11,2010-10-01,Tea,Darjeeling,Regular,10,2010
562,California,West,Major Market,146.0,130.0,245.0,89.0,38.0,24.0,777.0,80.0,50.0,90.0,140.0,11,2011-01-01,Tea,Darjeeling,Regular,1,2011
562,California,West,Major Market,123.0,124.0,208.0,86.0,33.0,24.0,499.0,80.0,50.0,90.0,140.0,12,2011-05-01,Tea,Earl Grey,Regular,5,2011
562,California,West,Major Market,149.0,239.0,138.0,60.0,90.0,66.0,619.0,160.0,50.0,220.0,130.0,4,2010-10-01,Espresso,Caffe Latte,Regular,10,2010
563,Iowa,Central,Small Market,15.0,31.0,52.0,21.0,16.0,5.0,846.0,30.0,10.0,30.0,40.0,1,2010-10-01,Coffee,Amaretto,Regular,10,2010
563,Iowa,Central,Small Market,8.0,24.0,39.0,15.0,16.0,4.0,848.0,10.0,10.0,20.0,30.0,1,2010-11-01,Coffee,Amaretto,Regular,11,2010
563,Iowa,Central,Small Market,17.0,27.0,50.0,18.0,17.0,5.0,821.0,20.0,10.0,30.0,40.0,1,2011-01-01,Coffee,Amaretto,Regular,1,2011
563,Iowa,Central,Small Market,15.0,25.0,44.0,16.0,15.0,4.0,851.0,20.0,10.0,30.0,40.0,1,2011-12-01,Coffee,Amaretto,Regular,12,2011
563,Iowa,Central,Small Market,8.0,38.0,70.0,32.0,30.0,9.0,996.0,20.0,30.0,40.0,70.0,2,2010-06-01,Coffee,Columbian,Regular,6,2010
563,Iowa,Central,Small Market,15.0,49.0,90.0,41.0,34.0,12.0,1007.0,20.0,40.0,50.0,90.0,2,2010-08-01,Coffee,Columbian,Regular,8,2010
563,Iowa,Central,Small Market,5.0,35.0,64.0,29.0,30.0,8.0,1003.0,20.0,20.0,40.0,60.0,2,2010-11-01,Coffee,Columbian,Regular,11,2010
563,Iowa,Central,Small Market,8.0,38.0,69.0,31.0,30.0,9.0,1009.0,10.0,30.0,30.0,60.0,2,2010-12-01,Coffee,Columbian,Regular,12,2010
563,Iowa,Central,Small Market,12.0,31.0,54.0,23.0,19.0,7.0,617.0,20.0,20.0,30.0,50.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf,3,2010
563,Iowa,Central,Small Market,3.0,20.0,35.0,15.0,17.0,4.0,600.0,10.0,10.0,20.0,30.0,3,2010-09-01,Coffee,Decaf Irish Cream,Decaf,9,2010
563,Iowa,Central,Small Market,11.0,26.0,43.0,17.0,15.0,4.0,777.0,30.0,10.0,40.0,50.0,5,2010-01-01,Espresso,Caffe Mocha,Regular,1,2010
563,Iowa,Central,Small Market,10.0,26.0,43.0,17.0,16.0,4.0,776.0,30.0,10.0,40.0,50.0,5,2010-04-01,Espresso,Caffe Mocha,Regular,4,2010
563,Iowa,Central,Small Market,17.0,26.0,48.0,17.0,16.0,4.0,777.0,30.0,10.0,40.0,50.0,5,2011-01-01,Espresso,Caffe Mocha,Regular,1,2011
563,Iowa,Central,Small Market,21.0,32.0,53.0,21.0,16.0,5.0,798.0,30.0,20.0,40.0,60.0,5,2011-06-01,Espresso,Caffe Mocha,Regular,6,2011
563,Iowa,Central,Small Market,25.0,35.0,57.0,23.0,16.0,6.0,806.0,30.0,20.0,40.0,60.0,5,2011-08-01,Espresso,Caffe Mocha,Regular,8,2011
563,Iowa,Central,Small Market,10.0,26.0,43.0,17.0,16.0,4.0,777.0,30.0,10.0,40.0,50.0,6,2010-01-01,Espresso,Decaf Espresso,Decaf,1,2010
563,Iowa,Central,Small Market,32.0,43.0,43.0,0.0,11.0,0.0,731.0,40.0,0.0,50.0,50.0,6,2010-03-01,Espresso,Decaf Espresso,Decaf,3,2010
563,Iowa,Central,Small Market,43.0,43.0,43.0,0.0,11.0,0.0,645.0,40.0,0.0,50.0,50.0,6,2011-05-01,Espresso,Decaf Espresso,Decaf,5,2011
563,Iowa,Central,Small Market,43.0,43.0,43.0,0.0,11.0,0.0,602.0,40.0,0.0,50.0,50.0,6,2011-06-01,Espresso,Decaf Espresso,Decaf,6,2011
563,Iowa,Central,Small Market,43.0,43.0,43.0,0.0,11.0,0.0,559.0,40.0,0.0,50.0,50.0,6,2011-07-01,Espresso,Decaf Espresso,Decaf,7,2011
563,Iowa,Central,Small Market,43.0,43.0,43.0,0.0,11.0,0.0,516.0,40.0,0.0,50.0,50.0,6,2011-08-01,Espresso,Decaf Espresso,Decaf,8,2011
563,Iowa,Central,Small Market,46.0,43.0,46.0,0.0,12.0,0.0,430.0,60.0,0.0,60.0,60.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf,10,2011
563,Iowa,Central,Small Market,47.0,43.0,46.0,0.0,11.0,0.0,344.0,40.0,0.0,50.0,50.0,6,2011-12-01,Espresso,Decaf Espresso,Decaf,12,2011
563,Iowa,Central,Small Market,201.0,76.0,138.0,60.0,110.0,77.0,1282.0,40.0,50.0,70.0,130.0,8,2010-02-01,Herbal Tea,Chamomile,Decaf,2,2010
563,Iowa,Central,Small Market,40.0,76.0,138.0,60.0,46.0,22.0,1316.0,40.0,50.0,70.0,130.0,8,2010-04-01,Herbal Tea,Chamomile,Decaf,4,2010
