,area_code,state,market,market_size,profit,margin,sales,cogs,total_expenses,marketing,inventory,budget_profit,budget_cogs,budget_margin,budget_sales,productid,date,product_type,product,type,mes,año
2425,608,Wisconsin,Central,Small Market,50.0,75.0,126.0,51.0,25.0,14.0,857.0,60.0,40.0,70.0,110.0,9,2010-09-01,Herbal Tea,Lemon,Decaf,9,2010
2426,608,Wisconsin,Central,Small Market,44.0,48.0,91.0,33.0,21.0,9.0,777.0,50.0,20.0,50.0,70.0,9,2011-01-01,Herbal Tea,Lemon,Decaf,1,2011
2427,608,Wisconsin,Central,Small Market,47.0,89.0,150.0,61.0,42.0,19.0,390.0,50.0,50.0,80.0,130.0,11,2010-01-01,Tea,Darjeeling,Regular,1,2010
2428,608,Wisconsin,Central,Small Market,73.0,89.0,168.0,61.0,44.0,19.0,390.0,50.0,50.0,80.0,130.0,11,2011-01-01,Tea,Darjeeling,Regular,1,2011
2429,608,Wisconsin,Central,Small Market,56.0,77.0,137.0,52.0,39.0,16.0,376.0,40.0,40.0,70.0,110.0,11,2011-03-01,Tea,Darjeeling,Regular,3,2011
2430,608,Wisconsin,Central,Small Market,46.0,67.0,120.0,46.0,36.0,14.0,454.0,30.0,30.0,60.0,90.0,11,2011-09-01,Tea,Darjeeling,Regular,9,2011
2431,608,Wisconsin,Central,Small Market,-6.0,66.0,113.0,47.0,72.0,42.0,622.0,0.0,40.0,50.0,90.0,12,2010-07-01,Tea,Earl Grey,Regular,7,2010
2432,608,Wisconsin,Central,Small Market,1.0,87.0,160.0,63.0,86.0,57.0,521.0,10.0,50.0,80.0,130.0,12,2011-04-01,Tea,Earl Grey,Regular,4,2011
2433,608,Wisconsin,Central,Small Market,3.0,90.0,153.0,64.0,82.0,58.0,551.0,10.0,50.0,80.0,130.0,12,2011-05-01,Tea,Earl Grey,Regular,5,2011
2434,614,Ohio,Central,Major Market,20.0,63.0,110.0,47.0,43.0,15.0,420.0,40.0,40.0,70.0,110.0,1,2010-07-01,Coffee,Amaretto,Regular,7,2010
2435,614,Ohio,Central,Major Market,28.0,72.0,125.0,53.0,44.0,17.0,410.0,50.0,50.0,80.0,130.0,1,2010-09-01,Coffee,Amaretto,Regular,9,2010
2436,614,Ohio,Central,Major Market,47.0,77.0,143.0,57.0,45.0,18.0,323.0,50.0,60.0,80.0,140.0,1,2011-03-01,Coffee,Amaretto,Regular,3,2011
2437,614,Ohio,Central,Major Market,39.0,71.0,131.0,52.0,45.0,17.0,405.0,60.0,40.0,70.0,110.0,1,2011-10-01,Coffee,Amaretto,Regular,10,2011
2438,614,Ohio,Central,Major Market,42.0,83.0,140.0,57.0,41.0,18.0,364.0,50.0,60.0,80.0,140.0,2,2010-01-01,Coffee,Columbian,Regular,1,2010
2439,614,Ohio,Central,Major Market,19.0,55.0,93.0,38.0,36.0,12.0,414.0,20.0,40.0,50.0,90.0,2,2010-06-01,Coffee,Columbian,Regular,6,2010
2440,614,Ohio,Central,Major Market,32.0,68.0,114.0,46.0,36.0,14.0,424.0,40.0,40.0,70.0,110.0,2,2010-11-01,Coffee,Columbian,Regular,11,2010
2441,614,Ohio,Central,Major Market,24.0,60.0,101.0,41.0,36.0,13.0,435.0,20.0,40.0,50.0,90.0,2,2010-12-01,Coffee,Columbian,Regular,12,2010
2442,614,Ohio,Central,Major Market,65.0,83.0,157.0,57.0,43.0,18.0,364.0,50.0,60.0,80.0,140.0,2,2011-01-01,Coffee,Columbian,Regular,1,2011
2443,614,Ohio,Central,Major Market,43.0,64.0,114.0,43.0,35.0,13.0,424.0,40.0,40.0,70.0,110.0,2,2011-09-01,Coffee,Columbian,Regular,9,2011
2444,614,Ohio,Central,Major Market,0.0,87.0,150.0,63.0,87.0,57.0,435.0,20.0,60.0,90.0,150.0,3,2010-01-01,Coffee,Decaf Irish Cream,Decaf,1,2010
2445,614,Ohio,Central,Major Market,-3.0,75.0,129.0,54.0,78.0,49.0,427.0,20.0,50.0,80.0,130.0,3,2010-02-01,Coffee,Decaf Irish Cream,Decaf,2,2010
2446,614,Ohio,Central,Major Market,-11.0,52.0,89.0,37.0,63.0,33.0,513.0,10.0,30.0,60.0,90.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,8,2010
2447,614,Ohio,Central,Major Market,-4.0,74.0,134.0,52.0,77.0,47.0,509.0,20.0,50.0,80.0,130.0,3,2011-09-01,Coffee,Decaf Irish Cream,Decaf,9,2011
2448,614,Ohio,Central,Major Market,-4.0,73.0,133.0,52.0,76.0,47.0,509.0,10.0,50.0,70.0,120.0,3,2011-11-01,Coffee,Decaf Irish Cream,Decaf,11,2011
2449,614,Ohio,Central,Major Market,99.0,171.0,341.0,170.0,72.0,47.0,1091.0,140.0,50.0,210.0,400.0,5,2010-01-01,Espresso,Caffe Mocha,Regular,1,2010
2450,614,Ohio,Central,Major Market,140.0,163.0,346.0,162.0,69.0,45.0,1059.0,130.0,180.0,200.0,380.0,5,2011-03-01,Espresso,Caffe Mocha,Regular,3,2011
2451,614,Ohio,Central,Major Market,16.0,72.0,130.0,58.0,56.0,22.0,338.0,40.0,60.0,90.0,150.0,6,2010-01-01,Espresso,Decaf Espresso,Decaf,1,2010
2452,614,Ohio,Central,Major Market,18.0,73.0,132.0,59.0,55.0,22.0,331.0,40.0,60.0,90.0,150.0,6,2010-02-01,Espresso,Decaf Espresso,Decaf,2,2010
2453,614,Ohio,Central,Major Market,12.0,66.0,120.0,54.0,54.0,20.0,404.0,70.0,70.0,100.0,170.0,6,2010-10-01,Espresso,Decaf Espresso,Decaf,10,2010
2454,614,Ohio,Central,Major Market,15.0,64.0,114.0,51.0,49.0,19.0,419.0,30.0,50.0,80.0,130.0,6,2011-07-01,Espresso,Decaf Espresso,Decaf,7,2011
2455,614,Ohio,Central,Major Market,9.0,26.0,44.0,18.0,17.0,5.0,478.0,20.0,10.0,20.0,30.0,8,2010-06-01,Herbal Tea,Chamomile,Decaf,6,2010
2456,614,Ohio,Central,Major Market,17.0,29.0,49.0,20.0,16.0,5.0,464.0,30.0,10.0,30.0,40.0,8,2011-05-01,Herbal Tea,Chamomile,Decaf,5,2011
2457,614,Ohio,Central,Major Market,37.0,44.0,78.0,29.0,19.0,8.0,490.0,30.0,20.0,40.0,60.0,8,2011-12-01,Herbal Tea,Chamomile,Decaf,12,2011
2458,614,Ohio,Central,Major Market,26.0,45.0,75.0,30.0,19.0,8.0,820.0,40.0,20.0,40.0,60.0,9,2010-04-01,Herbal Tea,Lemon,Decaf,4,2010
2459,614,Ohio,Central,Major Market,16.0,34.0,57.0,23.0,18.0,6.0,868.0,40.0,10.0,40.0,50.0,9,2010-07-01,Herbal Tea,Lemon,Decaf,7,2010
2460,614,Ohio,Central,Major Market,30.0,52.0,88.0,36.0,22.0,10.0,862.0,40.0,30.0,50.0,80.0,9,2010-11-01,Herbal Tea,Lemon,Decaf,11,2010
2461,614,Ohio,Central,Major Market,45.0,48.0,90.0,32.0,20.0,8.0,821.0,50.0,20.0,50.0,70.0,9,2011-01-01,Herbal Tea,Lemon,Decaf,1,2011
2462,614,Ohio,Central,Major Market,34.0,43.0,77.0,29.0,20.0,8.0,862.0,40.0,20.0,40.0,60.0,9,2011-09-01,Herbal Tea,Lemon,Decaf,9,2011
2463,614,Ohio,Central,Major Market,62.0,120.0,200.0,80.0,58.0,26.0,640.0,60.0,60.0,110.0,170.0,11,2010-02-01,Tea,Darjeeling,Regular,2,2010
2464,614,Ohio,Central,Major Market,92.0,120.0,213.0,80.0,58.0,26.0,640.0,60.0,60.0,110.0,170.0,11,2011-02-01,Tea,Darjeeling,Regular,2,2011
2465,614,Ohio,Central,Major Market,142.0,172.0,283.0,114.0,64.0,37.0,810.0,100.0,90.0,160.0,250.0,11,2011-08-01,Tea,Darjeeling,Regular,8,2011
2466,614,Ohio,Central,Major Market,129.0,150.0,265.0,99.0,63.0,32.0,798.0,70.0,80.0,130.0,210.0,11,2011-09-01,Tea,Darjeeling,Regular,9,2011
2467,614,Ohio,Central,Major Market,92.0,119.0,210.0,78.0,57.0,25.0,798.0,60.0,60.0,100.0,160.0,11,2011-11-01,Tea,Darjeeling,Regular,11,2011
2468,614,Ohio,Central,Major Market,76.0,127.0,218.0,91.0,51.0,28.0,656.0,80.0,50.0,100.0,150.0,12,2010-10-01,Tea,Earl Grey,Regular,10,2010
2469,617,Massachusetts,East,Major Market,40.0,76.0,138.0,54.0,48.0,17.0,619.0,40.0,50.0,70.0,130.0,2,2010-06-01,Coffee,Columbian,Regular,6,2010
2470,617,Massachusetts,East,Major Market,40.0,76.0,138.0,52.0,46.0,17.0,619.0,40.0,40.0,70.0,130.0,2,2011-08-01,Coffee,Columbian,Regular,8,2011
2471,617,Massachusetts,East,Major Market,13.0,30.0,50.0,20.0,17.0,5.0,482.0,20.0,20.0,30.0,50.0,13,2010-09-01,Tea,Green Tea,Regular,9,2010
2472,617,Massachusetts,East,Major Market,19.0,30.0,53.0,20.0,17.0,5.0,482.0,20.0,20.0,30.0,50.0,13,2011-09-01,Tea,Green Tea,Regular,9,2011
2473,617,Massachusetts,East,Major Market,-12.0,65.0,117.0,52.0,77.0,47.0,458.0,10.0,40.0,70.0,110.0,5,2010-04-01,Espresso,Caffe Mocha,Regular,4,2010
2474,617,Massachusetts,East,Major Market,-36.0,63.0,141.0,63.0,90.0,57.0,435.0,-10.0,60.0,60.0,120.0,5,2011-01-01,Espresso,Caffe Mocha,Regular,1,2011
2475,617,Massachusetts,East,Major Market,15.0,69.0,124.0,55.0,54.0,20.0,410.0,20.0,40.0,50.0,90.0,9,2010-11-01,Herbal Tea,Lemon,Decaf,11,2010
2476,617,Massachusetts,East,Major Market,29.0,49.0,82.0,33.0,20.0,9.0,870.0,40.0,30.0,50.0,80.0,11,2010-12-01,Tea,Darjeeling,Regular,12,2010
2477,617,Massachusetts,East,Major Market,34.0,43.0,77.0,29.0,20.0,8.0,862.0,30.0,30.0,40.0,70.0,11,2011-09-01,Tea,Darjeeling,Regular,9,2011
2478,617,Massachusetts,East,Major Market,81.0,146.0,291.0,145.0,65.0,40.0,1304.0,100.0,130.0,150.0,280.0,7,2010-07-01,Espresso,Regular Espresso,Regular,7,2010
2479,617,Massachusetts,East,Major Market,156.0,171.0,382.0,170.0,75.0,47.0,1091.0,110.0,160.0,170.0,330.0,7,2011-01-01,Espresso,Regular Espresso,Regular,1,2011
2480,617,Massachusetts,East,Major Market,160.0,182.0,387.0,181.0,74.0,50.0,1283.0,120.0,170.0,180.0,350.0,7,2011-11-01,Espresso,Regular Espresso,Regular,11,2011
2481,618,Illinois,Central,Major Market,40.0,76.0,138.0,60.0,101.0,64.0,956.0,40.0,50.0,70.0,130.0,2,2011-05-01,Coffee,Columbian,Regular,5,2011
2482,618,Illinois,Central,Major Market,122.0,185.0,312.0,127.0,63.0,40.0,671.0,140.0,130.0,190.0,320.0,3,2010-05-01,Coffee,Decaf Irish Cream,Decaf,5,2010
2483,618,Illinois,Central,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,5,2010-09-01,Espresso,Caffe Mocha,Regular,9,2010
2484,618,Illinois,Central,Major Market,197.0,179.0,322.0,123.0,46.0,34.0,959.0,130.0,110.0,170.0,280.0,8,2011-12-01,Herbal Tea,Chamomile,Decaf,12,2011
2485,618,Illinois,Central,Major Market,106.0,145.0,245.0,100.0,39.0,28.0,822.0,110.0,80.0,130.0,210.0,10,2010-04-01,Herbal Tea,Mint,Decaf,4,2010
2486,618,Illinois,Central,Major Market,137.0,136.0,228.0,94.0,34.0,26.0,562.0,90.0,80.0,120.0,200.0,11,2011-06-01,Tea,Darjeeling,Regular,6,2011
2487,618,Illinois,Central,Major Market,30.0,79.0,131.0,52.0,49.0,17.0,662.0,30.0,40.0,70.0,110.0,12,2010-08-01,Tea,Earl Grey,Regular,8,2010
2488,619,California,West,Major Market,-56.0,3.0,116.0,113.0,59.0,36.0,619.0,-50.0,130.0,0.0,130.0,1,2010-11-01,Coffee,Amaretto,Regular,11,2010
2489,619,California,West,Major Market,71.0,102.0,181.0,68.0,54.0,22.0,559.0,40.0,40.0,70.0,110.0,13,2011-04-01,Tea,Green Tea,Regular,4,2011
2490,619,California,West,Major Market,153.0,152.0,254.0,104.0,38.0,29.0,871.0,120.0,80.0,140.0,220.0,8,2011-05-01,Herbal Tea,Chamomile,Decaf,5,2011
2491,619,California,West,Major Market,192.0,185.0,309.0,127.0,43.0,35.0,1007.0,150.0,100.0,170.0,270.0,8,2011-07-01,Herbal Tea,Chamomile,Decaf,7,2011
2492,619,California,West,Major Market,94.0,130.0,219.0,89.0,36.0,24.0,777.0,80.0,50.0,90.0,140.0,11,2010-01-01,Tea,Darjeeling,Regular,1,2010
2493,619,California,West,Major Market,155.0,152.0,254.0,104.0,37.0,29.0,952.0,100.0,60.0,110.0,170.0,11,2011-07-01,Tea,Darjeeling,Regular,7,2011
2494,619,California,West,Major Market,53.0,79.0,133.0,54.0,26.0,15.0,601.0,50.0,30.0,60.0,90.0,12,2010-12-01,Tea,Earl Grey,Regular,12,2010
2495,619,California,West,Major Market,40.0,229.0,138.0,60.0,87.0,63.0,1436.0,150.0,50.0,220.0,130.0,4,2011-02-01,Espresso,Caffe Latte,Regular,2,2011
2496,626,California,West,Major Market,-40.0,28.0,141.0,104.0,55.0,33.0,685.0,-20.0,130.0,30.0,160.0,1,2011-02-01,Coffee,Amaretto,Regular,2,2011
2497,626,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2010-09-01,Coffee,Columbian,Regular,9,2010
2498,626,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2010-10-01,Coffee,Columbian,Regular,10,2010
2499,626,California,West,Major Market,40.0,-30.0,166.0,60.0,107.0,64.0,619.0,40.0,50.0,-40.0,200.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,8,2010
2500,626,California,West,Major Market,40.0,-27.0,156.0,173.0,100.0,57.0,619.0,40.0,50.0,-30.0,170.0,3,2011-11-01,Coffee,Decaf Irish Cream,Decaf,11,2011
2501,626,California,West,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,1433.0,40.0,50.0,70.0,130.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,5,2010
2502,626,California,West,Major Market,105.0,145.0,245.0,100.0,40.0,28.0,981.0,110.0,80.0,130.0,210.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf,9,2010
2503,626,California,West,Major Market,89.0,124.0,210.0,86.0,35.0,24.0,1003.0,80.0,80.0,110.0,190.0,8,2010-12-01,Herbal Tea,Chamomile,Decaf,12,2010
2504,626,California,West,Major Market,106.0,144.0,243.0,99.0,38.0,27.0,766.0,90.0,60.0,100.0,160.0,11,2010-02-01,Tea,Darjeeling,Regular,2,2010
2505,626,California,West,Major Market,117.0,111.0,199.0,76.0,32.0,21.0,580.0,50.0,30.0,50.0,80.0,12,2011-10-01,Tea,Earl Grey,Regular,10,2011
2506,630,Illinois,Central,Major Market,161.0,76.0,138.0,60.0,109.0,64.0,956.0,40.0,50.0,70.0,130.0,2,2010-05-01,Coffee,Columbian,Regular,5,2010
2507,630,Illinois,Central,Major Market,40.0,76.0,138.0,60.0,109.0,63.0,865.0,170.0,50.0,70.0,130.0,2,2011-04-01,Coffee,Columbian,Regular,4,2011
2508,630,Illinois,Central,Major Market,191.0,225.0,412.0,162.0,96.0,53.0,1148.0,140.0,170.0,230.0,400.0,2,2011-09-01,Coffee,Columbian,Regular,9,2011
2509,630,Illinois,Central,Major Market,102.0,158.0,267.0,109.0,56.0,34.0,585.0,120.0,110.0,170.0,280.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf,3,2010
2510,630,Illinois,Central,Major Market,135.0,204.0,345.0,141.0,69.0,45.0,764.0,160.0,140.0,220.0,360.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf,6,2010
2511,630,Illinois,Central,Major Market,150.0,222.0,376.0,154.0,72.0,49.0,817.0,170.0,160.0,230.0,390.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,8,2010
2512,630,Illinois,Central,Major Market,122.0,185.0,312.0,127.0,63.0,40.0,830.0,130.0,120.0,180.0,300.0,3,2010-12-01,Coffee,Decaf Irish Cream,Decaf,12,2010
2513,630,Illinois,Central,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,5,2010-08-01,Espresso,Caffe Mocha,Regular,8,2010
2514,630,Illinois,Central,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,5,2011-07-01,Espresso,Caffe Mocha,Regular,7,2011
2515,630,Illinois,Central,Major Market,40.0,76.0,138.0,60.0,108.0,75.0,619.0,40.0,50.0,70.0,130.0,5,2011-11-01,Espresso,Caffe Mocha,Regular,11,2011
2516,630,Illinois,Central,Major Market,140.0,228.0,138.0,60.0,88.0,63.0,1459.0,40.0,50.0,70.0,130.0,6,2010-01-01,Espresso,Decaf Espresso,Decaf,1,2010
2517,630,Illinois,Central,Major Market,165.0,76.0,138.0,60.0,96.0,72.0,1559.0,40.0,50.0,70.0,130.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,5,2010
2518,630,Illinois,Central,Major Market,157.0,76.0,138.0,60.0,94.0,70.0,619.0,40.0,50.0,70.0,130.0,6,2010-12-01,Espresso,Decaf Espresso,Decaf,12,2010
2519,630,Illinois,Central,Major Market,40.0,229.0,138.0,60.0,87.0,63.0,1436.0,40.0,50.0,70.0,130.0,6,2011-02-01,Espresso,Decaf Espresso,Decaf,2,2011
2520,630,Illinois,Central,Major Market,40.0,239.0,138.0,60.0,91.0,66.0,1417.0,40.0,50.0,70.0,130.0,6,2011-03-01,Espresso,Decaf Espresso,Decaf,3,2011
2521,630,Illinois,Central,Major Market,121.0,163.0,276.0,113.0,42.0,31.0,897.0,130.0,90.0,150.0,240.0,8,2010-06-01,Herbal Tea,Chamomile,Decaf,6,2010
2522,630,Illinois,Central,Major Market,132.0,178.0,301.0,123.0,46.0,34.0,941.0,140.0,100.0,160.0,260.0,8,2010-08-01,Herbal Tea,Chamomile,Decaf,8,2010
2523,630,Illinois,Central,Major Market,156.0,144.0,259.0,99.0,39.0,27.0,766.0,110.0,80.0,130.0,210.0,8,2011-02-01,Herbal Tea,Chamomile,Decaf,2,2011
2524,630,Illinois,Central,Major Market,167.0,163.0,274.0,113.0,39.0,31.0,897.0,130.0,90.0,150.0,240.0,8,2011-06-01,Herbal Tea,Chamomile,Decaf,6,2011
2525,630,Illinois,Central,Major Market,68.0,107.0,190.0,83.0,39.0,27.0,623.0,60.0,70.0,90.0,160.0,9,2010-01-01,Herbal Tea,Lemon,Decaf,1,2010
2526,630,Illinois,Central,Major Market,70.0,109.0,193.0,84.0,39.0,27.0,603.0,60.0,70.0,90.0,160.0,9,2010-03-01,Herbal Tea,Lemon,Decaf,3,2010
2527,630,Illinois,Central,Major Market,67.0,107.0,190.0,83.0,40.0,27.0,574.0,60.0,70.0,90.0,160.0,9,2010-06-01,Herbal Tea,Lemon,Decaf,6,2010
2528,630,Illinois,Central,Major Market,43.0,74.0,132.0,58.0,31.0,19.0,548.0,50.0,40.0,70.0,110.0,9,2010-09-01,Herbal Tea,Lemon,Decaf,9,2010
2529,630,Illinois,Central,Major Market,27.0,51.0,90.0,39.0,24.0,12.0,541.0,40.0,20.0,40.0,60.0,9,2010-10-01,Herbal Tea,Lemon,Decaf,10,2010
2530,630,Illinois,Central,Major Market,104.0,109.0,206.0,84.0,39.0,27.0,603.0,60.0,70.0,90.0,160.0,9,2011-03-01,Herbal Tea,Lemon,Decaf,3,2011
2531,630,Illinois,Central,Major Market,84.0,117.0,198.0,81.0,33.0,22.0,984.0,80.0,70.0,110.0,180.0,10,2010-11-01,Herbal Tea,Mint,Decaf,11,2010
2532,630,Illinois,Central,Major Market,88.0,124.0,210.0,86.0,36.0,24.0,1003.0,80.0,80.0,110.0,190.0,10,2010-12-01,Herbal Tea,Mint,Decaf,12,2010
2533,630,Illinois,Central,Major Market,184.0,178.0,298.0,123.0,42.0,34.0,947.0,140.0,100.0,160.0,260.0,10,2011-06-01,Herbal Tea,Mint,Decaf,6,2011
2534,630,Illinois,Central,Major Market,125.0,118.0,212.0,81.0,34.0,22.0,588.0,80.0,60.0,110.0,170.0,11,2011-09-01,Tea,Darjeeling,Regular,9,2011
2535,630,Illinois,Central,Major Market,79.0,79.0,142.0,54.0,26.0,15.0,601.0,50.0,40.0,70.0,110.0,11,2011-12-01,Tea,Darjeeling,Regular,12,2011
2536,630,Illinois,Central,Major Market,59.0,114.0,189.0,75.0,55.0,24.0,549.0,50.0,60.0,100.0,160.0,12,2010-02-01,Tea,Earl Grey,Regular,2,2010
2537,630,Illinois,Central,Major Market,49.0,102.0,170.0,68.0,53.0,22.0,559.0,40.0,50.0,90.0,140.0,12,2010-04-01,Tea,Earl Grey,Regular,4,2010
2538,630,Illinois,Central,Major Market,59.0,114.0,189.0,75.0,55.0,24.0,659.0,50.0,60.0,90.0,150.0,12,2010-11-01,Tea,Earl Grey,Regular,11,2010
2539,630,Illinois,Central,Major Market,47.0,101.0,168.0,67.0,54.0,22.0,677.0,40.0,50.0,80.0,130.0,12,2010-12-01,Tea,Earl Grey,Regular,12,2010
2540,630,Illinois,Central,Major Market,61.0,96.0,159.0,64.0,48.0,21.0,593.0,50.0,50.0,90.0,140.0,12,2011-05-01,Tea,Earl Grey,Regular,5,2011
2541,630,Illinois,Central,Major Market,59.0,90.0,160.0,60.0,50.0,19.0,656.0,40.0,50.0,80.0,130.0,12,2011-09-01,Tea,Earl Grey,Regular,9,2011
2542,631,New York,East,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2010-04-01,Coffee,Columbian,Regular,4,2010
2543,631,New York,East,Major Market,135.0,136.0,228.0,94.0,35.0,26.0,608.0,120.0,90.0,150.0,240.0,13,2011-07-01,Tea,Green Tea,Regular,7,2011
2544,631,New York,East,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,1558.0,40.0,50.0,70.0,130.0,9,2010-04-01,Herbal Tea,Lemon,Decaf,4,2010
2545,631,New York,East,Major Market,204.0,76.0,138.0,60.0,46.0,22.0,619.0,140.0,180.0,240.0,130.0,9,2010-11-01,Herbal Tea,Lemon,Decaf,11,2010
2546,631,New York,East,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,9,2011-12-01,Herbal Tea,Lemon,Decaf,12,2011
2547,631,New York,East,Major Market,40.0,76.0,175.0,60.0,95.0,74.0,619.0,40.0,130.0,-50.0,80.0,10,2011-10-01,Herbal Tea,Mint,Decaf,10,2011
2548,631,New York,East,Major Market,100.0,137.0,232.0,95.0,37.0,26.0,809.0,120.0,100.0,150.0,250.0,11,2010-02-01,Tea,Darjeeling,Regular,2,2010
2549,631,New York,East,Major Market,144.0,191.0,323.0,132.0,47.0,36.0,994.0,170.0,130.0,210.0,340.0,11,2010-08-01,Tea,Darjeeling,Regular,8,2010
2550,631,New York,East,Major Market,95.0,132.0,223.0,91.0,37.0,25.0,777.0,120.0,90.0,150.0,240.0,12,2010-04-01,Tea,Earl Grey,Regular,4,2010
2551,631,New York,East,Major Market,156.0,144.0,259.0,99.0,39.0,27.0,766.0,130.0,100.0,160.0,260.0,12,2011-02-01,Tea,Earl Grey,Regular,2,2011
2552,631,New York,East,Major Market,175.0,76.0,138.0,60.0,87.0,63.0,1459.0,40.0,50.0,70.0,130.0,7,2010-01-01,Espresso,Regular Espresso,Regular,1,2010
2553,631,New York,East,Major Market,40.0,76.0,138.0,60.0,97.0,72.0,1405.0,40.0,50.0,70.0,130.0,7,2010-06-01,Espresso,Regular Espresso,Regular,6,2010
2554,631,New York,East,Major Market,40.0,76.0,138.0,60.0,91.0,74.0,1355.0,40.0,50.0,70.0,130.0,7,2011-07-01,Espresso,Regular Espresso,Regular,7,2011
2555,636,Missouri,Central,Small Market,39.0,105.0,190.0,85.0,66.0,32.0,494.0,40.0,90.0,100.0,190.0,2,2010-01-01,Coffee,Columbian,Regular,1,2010
2556,636,Missouri,Central,Small Market,31.0,93.0,169.0,76.0,62.0,28.0,613.0,40.0,80.0,90.0,170.0,2,2010-07-01,Coffee,Columbian,Regular,7,2010
2557,636,Missouri,Central,Small Market,68.0,90.0,176.0,75.0,44.0,23.0,956.0,60.0,70.0,100.0,170.0,3,2011-02-01,Coffee,Decaf Irish Cream,Decaf,2,2011
2558,636,Missouri,Central,Small Market,52.0,77.0,151.0,65.0,42.0,20.0,1053.0,70.0,50.0,80.0,130.0,3,2011-10-01,Coffee,Decaf Irish Cream,Decaf,10,2011
2559,636,Missouri,Central,Small Market,53.0,76.0,148.0,63.0,40.0,19.0,1075.0,40.0,60.0,70.0,130.0,3,2011-12-01,Coffee,Decaf Irish Cream,Decaf,12,2011
2560,636,Missouri,Central,Small Market,2.0,49.0,88.0,39.0,47.0,14.0,250.0,0.0,30.0,40.0,70.0,13,2010-12-01,Tea,Green Tea,Regular,12,2010
2561,636,Missouri,Central,Small Market,-6.0,42.0,80.0,33.0,46.0,12.0,190.0,0.0,20.0,40.0,60.0,13,2011-03-01,Tea,Green Tea,Regular,3,2011
2562,636,Missouri,Central,Small Market,41.0,65.0,109.0,44.0,24.0,12.0,844.0,50.0,50.0,70.0,120.0,5,2010-05-01,Espresso,Caffe Mocha,Regular,5,2010
2563,636,Missouri,Central,Small Market,57.0,65.0,108.0,44.0,22.0,12.0,844.0,50.0,50.0,70.0,120.0,5,2011-05-01,Espresso,Caffe Mocha,Regular,5,2011
2564,636,Missouri,Central,Small Market,40.0,49.0,82.0,34.0,19.0,9.0,890.0,40.0,30.0,60.0,90.0,5,2011-08-01,Espresso,Caffe Mocha,Regular,8,2011
2565,636,Missouri,Central,Small Market,56.0,61.0,110.0,42.0,23.0,11.0,771.0,60.0,40.0,80.0,120.0,6,2011-02-01,Espresso,Decaf Espresso,Decaf,2,2011
2566,636,Missouri,Central,Small Market,43.0,53.0,88.0,36.0,20.0,10.0,828.0,40.0,40.0,60.0,100.0,6,2011-06-01,Espresso,Decaf Espresso,Decaf,6,2011
2567,636,Missouri,Central,Small Market,40.0,48.0,86.0,33.0,21.0,9.0,836.0,50.0,40.0,60.0,100.0,6,2011-11-01,Espresso,Decaf Espresso,Decaf,11,2011
2568,636,Missouri,Central,Small Market,-8.0,61.0,104.0,43.0,69.0,39.0,256.0,10.0,30.0,60.0,90.0,8,2010-02-01,Herbal Tea,Chamomile,Decaf,2,2010
2569,636,Missouri,Central,Small Market,-7.0,62.0,106.0,44.0,69.0,40.0,325.0,10.0,30.0,60.0,90.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf,9,2010
2570,636,Missouri,Central,Small Market,-1.0,82.0,140.0,59.0,77.0,53.0,338.0,10.0,50.0,70.0,120.0,8,2011-07-01,Herbal Tea,Chamomile,Decaf,7,2011
2571,636,Missouri,Central,Small Market,3.0,88.0,150.0,63.0,80.0,57.0,332.0,20.0,50.0,80.0,130.0,8,2011-08-01,Herbal Tea,Chamomile,Decaf,8,2011
2572,636,Missouri,Central,Small Market,-32.0,18.0,106.0,88.0,50.0,27.0,715.0,-10.0,70.0,20.0,90.0,9,2010-03-01,Herbal Tea,Lemon,Decaf,3,2010
2573,636,Missouri,Central,Small Market,-33.0,25.0,141.0,116.0,58.0,35.0,1142.0,0.0,90.0,30.0,120.0,9,2010-06-01,Herbal Tea,Lemon,Decaf,6,2010
2574,636,Missouri,Central,Small Market,-18.0,40.0,142.0,93.0,52.0,28.0,840.0,10.0,70.0,40.0,110.0,9,2011-04-01,Herbal Tea,Lemon,Decaf,4,2011
