profit,margin,sales,cogs,total_expenses,marketing,inventory,budget_profit,budget_margin,budget_sales,market_encoding,market_size_encoding,año_encoding,Coffee,Espresso,Herbal Tea,Tea
-4.0,43.0,77.0,35.0,43.0,13.0,204.0,0.0,40.0,70.0,3,0,1,0,1,0,0
0.0,49.0,88.0,40.0,46.0,15.0,219.0,10.0,50.0,80.0,3,0,1,0,1,0,0
-12.0,36.0,64.0,29.0,42.0,11.0,215.0,0.0,40.0,60.0,3,0,1,0,1,0,0
-18.0,30.0,58.0,24.0,42.0,9.0,212.0,0.0,30.0,50.0,3,0,1,0,1,0,0
-18.0,31.0,60.0,25.0,43.0,9.0,209.0,10.0,30.0,40.0,3,0,1,0,1,0,0
-4.0,42.0,81.0,34.0,45.0,12.0,211.0,0.0,40.0,70.0,3,0,1,0,1,0,0
-24.0,25.0,48.0,20.0,41.0,7.0,218.0,0.0,30.0,40.0,3,0,1,0,1,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,3,1,1,1,0,0,0
116.0,111.0,199.0,76.0,33.0,21.0,580.0,100.0,120.0,200.0,3,1,1,0,0,0,1
40.0,-62.0,63.0,125.0,46.0,22.0,1118.0,40.0,-60.0,60.0,3,1,0,0,1,0,0
111.0,238.0,138.0,60.0,46.0,22.0,1419.0,100.0,190.0,370.0,3,1,0,0,0,1,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,3,1,0,0,0,1,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,3,1,0,0,0,1,0
40.0,-33.0,180.0,60.0,87.0,66.0,1214.0,40.0,-20.0,140.0,3,1,0,0,0,1,0
40.0,-37.0,196.0,60.0,87.0,72.0,619.0,40.0,-20.0,150.0,3,1,1,0,0,1,0
157.0,139.0,262.0,95.0,40.0,26.0,821.0,120.0,150.0,250.0,3,1,1,0,0,0,1
20.0,66.0,134.0,54.0,56.0,20.0,312.0,30.0,70.0,120.0,1,0,1,1,0,0,0
34.0,82.0,159.0,67.0,59.0,25.0,391.0,30.0,80.0,150.0,1,0,1,1,0,0,0
24.0,154.0,264.0,110.0,46.0,22.0,665.0,50.0,160.0,270.0,1,0,0,1,0,0,0
35.0,184.0,317.0,133.0,46.0,22.0,705.0,60.0,190.0,330.0,1,0,0,1,0,0,0
25.0,132.0,242.0,95.0,46.0,22.0,554.0,30.0,130.0,230.0,1,0,1,1,0,0,0
44.0,173.0,294.0,124.0,46.0,22.0,717.0,60.0,180.0,310.0,1,0,1,1,0,0,0
24.0,130.0,239.0,94.0,46.0,22.0,694.0,30.0,130.0,220.0,1,0,1,1,0,0,0
47.0,92.0,170.0,78.0,45.0,24.0,995.0,70.0,110.0,200.0,1,0,0,0,1,0,0
56.0,103.0,189.0,86.0,47.0,26.0,1081.0,90.0,130.0,220.0,1,0,0,0,1,0,0
48.0,94.0,174.0,80.0,46.0,24.0,1055.0,120.0,140.0,250.0,1,0,0,0,1,0,0
58.0,82.0,161.0,69.0,43.0,21.0,965.0,50.0,90.0,170.0,1,0,1,0,1,0,0
65.0,92.0,168.0,78.0,42.0,24.0,995.0,70.0,110.0,200.0,1,0,1,0,1,0,0
21.0,43.0,76.0,33.0,22.0,10.0,577.0,30.0,50.0,80.0,1,0,0,0,1,0,0
19.0,32.0,60.0,24.0,19.0,7.0,567.0,30.0,40.0,70.0,1,0,1,0,1,0,0
62.0,82.0,129.0,48.0,34.0,14.0,351.0,50.0,70.0,110.0,1,0,1,0,0,1,0
47.0,72.0,121.0,49.0,25.0,13.0,779.0,50.0,60.0,100.0,1,0,0,0,0,1,0
50.0,75.0,126.0,51.0,25.0,14.0,857.0,60.0,70.0,110.0,1,0,0,0,0,1,0
44.0,48.0,91.0,33.0,21.0,9.0,777.0,50.0,50.0,70.0,1,0,1,0,0,1,0
47.0,89.0,150.0,61.0,42.0,19.0,390.0,50.0,80.0,130.0,1,0,0,0,0,0,1
73.0,89.0,168.0,61.0,44.0,19.0,390.0,50.0,80.0,130.0,1,0,1,0,0,0,1
56.0,77.0,137.0,52.0,39.0,16.0,376.0,40.0,70.0,110.0,1,0,1,0,0,0,1
46.0,67.0,120.0,46.0,36.0,14.0,454.0,30.0,60.0,90.0,1,0,1,0,0,0,1
-6.0,66.0,113.0,47.0,72.0,42.0,622.0,0.0,50.0,90.0,1,0,0,0,0,0,1
1.0,87.0,160.0,63.0,86.0,57.0,521.0,10.0,80.0,130.0,1,0,1,0,0,0,1
3.0,90.0,153.0,64.0,82.0,58.0,551.0,10.0,80.0,130.0,1,0,1,0,0,0,1
20.0,63.0,110.0,47.0,43.0,15.0,420.0,40.0,70.0,110.0,1,1,0,1,0,0,0
28.0,72.0,125.0,53.0,44.0,17.0,410.0,50.0,80.0,130.0,1,1,0,1,0,0,0
47.0,77.0,143.0,57.0,45.0,18.0,323.0,50.0,80.0,140.0,1,1,1,1,0,0,0
39.0,71.0,131.0,52.0,45.0,17.0,405.0,60.0,70.0,110.0,1,1,1,1,0,0,0
42.0,83.0,140.0,57.0,41.0,18.0,364.0,50.0,80.0,140.0,1,1,0,1,0,0,0
19.0,55.0,93.0,38.0,36.0,12.0,414.0,20.0,50.0,90.0,1,1,0,1,0,0,0
32.0,68.0,114.0,46.0,36.0,14.0,424.0,40.0,70.0,110.0,1,1,0,1,0,0,0
24.0,60.0,101.0,41.0,36.0,13.0,435.0,20.0,50.0,90.0,1,1,0,1,0,0,0
65.0,83.0,157.0,57.0,43.0,18.0,364.0,50.0,80.0,140.0,1,1,1,1,0,0,0
43.0,64.0,114.0,43.0,35.0,13.0,424.0,40.0,70.0,110.0,1,1,1,1,0,0,0
0.0,87.0,150.0,63.0,87.0,57.0,435.0,20.0,90.0,150.0,1,1,0,1,0,0,0
-3.0,75.0,129.0,54.0,78.0,49.0,427.0,20.0,80.0,130.0,1,1,0,1,0,0,0
-11.0,52.0,89.0,37.0,63.0,33.0,513.0,10.0,60.0,90.0,1,1,0,1,0,0,0
-4.0,74.0,134.0,52.0,77.0,47.0,509.0,20.0,80.0,130.0,1,1,1,1,0,0,0
-4.0,73.0,133.0,52.0,76.0,47.0,509.0,10.0,70.0,120.0,1,1,1,1,0,0,0
99.0,171.0,341.0,170.0,72.0,47.0,1091.0,140.0,210.0,400.0,1,1,0,0,1,0,0
140.0,163.0,346.0,162.0,69.0,45.0,1059.0,130.0,200.0,380.0,1,1,1,0,1,0,0
16.0,72.0,130.0,58.0,56.0,22.0,338.0,40.0,90.0,150.0,1,1,0,0,1,0,0
18.0,73.0,132.0,59.0,55.0,22.0,331.0,40.0,90.0,150.0,1,1,0,0,1,0,0
12.0,66.0,120.0,54.0,54.0,20.0,404.0,70.0,100.0,170.0,1,1,0,0,1,0,0
15.0,64.0,114.0,51.0,49.0,19.0,419.0,30.0,80.0,130.0,1,1,1,0,1,0,0
9.0,26.0,44.0,18.0,17.0,5.0,478.0,20.0,20.0,30.0,1,1,0,0,0,1,0
17.0,29.0,49.0,20.0,16.0,5.0,464.0,30.0,30.0,40.0,1,1,1,0,0,1,0
37.0,44.0,78.0,29.0,19.0,8.0,490.0,30.0,40.0,60.0,1,1,1,0,0,1,0
26.0,45.0,75.0,30.0,19.0,8.0,820.0,40.0,40.0,60.0,1,1,0,0,0,1,0
16.0,34.0,57.0,23.0,18.0,6.0,868.0,40.0,40.0,50.0,1,1,0,0,0,1,0
30.0,52.0,88.0,36.0,22.0,10.0,862.0,40.0,50.0,80.0,1,1,0,0,0,1,0
45.0,48.0,90.0,32.0,20.0,8.0,821.0,50.0,50.0,70.0,1,1,1,0,0,1,0
34.0,43.0,77.0,29.0,20.0,8.0,862.0,40.0,40.0,60.0,1,1,1,0,0,1,0
62.0,120.0,200.0,80.0,58.0,26.0,640.0,60.0,110.0,170.0,1,1,0,0,0,0,1
92.0,120.0,213.0,80.0,58.0,26.0,640.0,60.0,110.0,170.0,1,1,1,0,0,0,1
142.0,172.0,283.0,114.0,64.0,37.0,810.0,100.0,160.0,250.0,1,1,1,0,0,0,1
129.0,150.0,265.0,99.0,63.0,32.0,798.0,70.0,130.0,210.0,1,1,1,0,0,0,1
92.0,119.0,210.0,78.0,57.0,25.0,798.0,60.0,100.0,160.0,1,1,1,0,0,0,1
76.0,127.0,218.0,91.0,51.0,28.0,656.0,80.0,100.0,150.0,1,1,0,0,0,0,1
40.0,76.0,138.0,54.0,48.0,17.0,619.0,40.0,70.0,130.0,3,1,0,1,0,0,0
40.0,76.0,138.0,52.0,46.0,17.0,619.0,40.0,70.0,130.0,3,1,1,1,0,0,0
13.0,30.0,50.0,20.0,17.0,5.0,482.0,20.0,30.0,50.0,3,1,0,0,0,0,1
19.0,30.0,53.0,20.0,17.0,5.0,482.0,20.0,30.0,50.0,3,1,1,0,0,0,1
-12.0,65.0,117.0,52.0,77.0,47.0,458.0,10.0,70.0,110.0,3,1,0,0,1,0,0
-36.0,63.0,141.0,63.0,90.0,57.0,435.0,-10.0,60.0,120.0,3,1,1,0,1,0,0
15.0,69.0,124.0,55.0,54.0,20.0,410.0,20.0,50.0,90.0,3,1,0,0,0,1,0
29.0,49.0,82.0,33.0,20.0,9.0,870.0,40.0,50.0,80.0,3,1,0,0,0,0,1
34.0,43.0,77.0,29.0,20.0,8.0,862.0,30.0,40.0,70.0,3,1,1,0,0,0,1
81.0,146.0,291.0,145.0,65.0,40.0,1304.0,100.0,150.0,280.0,3,1,0,0,1,0,0
156.0,171.0,382.0,170.0,75.0,47.0,1091.0,110.0,170.0,330.0,3,1,1,0,1,0,0
160.0,182.0,387.0,181.0,74.0,50.0,1283.0,120.0,180.0,350.0,3,1,1,0,1,0,0
40.0,76.0,138.0,60.0,101.0,64.0,956.0,40.0,70.0,130.0,1,1,1,1,0,0,0
122.0,185.0,312.0,127.0,63.0,40.0,671.0,140.0,190.0,320.0,1,1,0,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,1,1,0,0,1,0,0
197.0,179.0,322.0,123.0,46.0,34.0,959.0,130.0,170.0,280.0,1,1,1,0,0,1,0
106.0,145.0,245.0,100.0,39.0,28.0,822.0,110.0,130.0,210.0,1,1,0,0,0,1,0
137.0,136.0,228.0,94.0,34.0,26.0,562.0,90.0,120.0,200.0,1,1,1,0,0,0,1
30.0,79.0,131.0,52.0,49.0,17.0,662.0,30.0,70.0,110.0,1,1,0,0,0,0,1
-56.0,3.0,116.0,113.0,59.0,36.0,619.0,-50.0,0.0,130.0,2,1,0,1,0,0,0
71.0,102.0,181.0,68.0,54.0,22.0,559.0,40.0,70.0,110.0,2,1,1,0,0,0,1
153.0,152.0,254.0,104.0,38.0,29.0,871.0,120.0,140.0,220.0,2,1,1,0,0,1,0
192.0,185.0,309.0,127.0,43.0,35.0,1007.0,150.0,170.0,270.0,2,1,1,0,0,1,0
94.0,130.0,219.0,89.0,36.0,24.0,777.0,80.0,90.0,140.0,2,1,0,0,0,0,1
155.0,152.0,254.0,104.0,37.0,29.0,952.0,100.0,110.0,170.0,2,1,1,0,0,0,1
53.0,79.0,133.0,54.0,26.0,15.0,601.0,50.0,60.0,90.0,2,1,0,0,0,0,1
40.0,229.0,138.0,60.0,87.0,63.0,1436.0,150.0,220.0,130.0,2,1,1,0,1,0,0
-40.0,28.0,141.0,104.0,55.0,33.0,685.0,-20.0,30.0,160.0,2,1,1,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,2,1,0,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,2,1,0,1,0,0,0
40.0,-30.0,166.0,60.0,107.0,64.0,619.0,40.0,-40.0,200.0,2,1,0,1,0,0,0
40.0,-27.0,156.0,173.0,100.0,57.0,619.0,40.0,-30.0,170.0,2,1,1,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,1433.0,40.0,70.0,130.0,2,1,0,0,1,0,0
105.0,145.0,245.0,100.0,40.0,28.0,981.0,110.0,130.0,210.0,2,1,0,0,0,1,0
89.0,124.0,210.0,86.0,35.0,24.0,1003.0,80.0,110.0,190.0,2,1,0,0,0,1,0
106.0,144.0,243.0,99.0,38.0,27.0,766.0,90.0,100.0,160.0,2,1,0,0,0,0,1
117.0,111.0,199.0,76.0,32.0,21.0,580.0,50.0,50.0,80.0,2,1,1,0,0,0,1
161.0,76.0,138.0,60.0,109.0,64.0,956.0,40.0,70.0,130.0,1,1,0,1,0,0,0
40.0,76.0,138.0,60.0,109.0,63.0,865.0,170.0,70.0,130.0,1,1,1,1,0,0,0
191.0,225.0,412.0,162.0,96.0,53.0,1148.0,140.0,230.0,400.0,1,1,1,1,0,0,0
102.0,158.0,267.0,109.0,56.0,34.0,585.0,120.0,170.0,280.0,1,1,0,1,0,0,0
135.0,204.0,345.0,141.0,69.0,45.0,764.0,160.0,220.0,360.0,1,1,0,1,0,0,0
150.0,222.0,376.0,154.0,72.0,49.0,817.0,170.0,230.0,390.0,1,1,0,1,0,0,0
122.0,185.0,312.0,127.0,63.0,40.0,830.0,130.0,180.0,300.0,1,1,0,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,1,1,0,0,1,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,1,1,1,0,1,0,0
40.0,76.0,138.0,60.0,108.0,75.0,619.0,40.0,70.0,130.0,1,1,1,0,1,0,0
140.0,228.0,138.0,60.0,88.0,63.0,1459.0,40.0,70.0,130.0,1,1,0,0,1,0,0
165.0,76.0,138.0,60.0,96.0,72.0,1559.0,40.0,70.0,130.0,1,1,0,0,1,0,0
157.0,76.0,138.0,60.0,94.0,70.0,619.0,40.0,70.0,130.0,1,1,0,0,1,0,0
40.0,229.0,138.0,60.0,87.0,63.0,1436.0,40.0,70.0,130.0,1,1,1,0,1,0,0
40.0,239.0,138.0,60.0,91.0,66.0,1417.0,40.0,70.0,130.0,1,1,1,0,1,0,0
121.0,163.0,276.0,113.0,42.0,31.0,897.0,130.0,150.0,240.0,1,1,0,0,0,1,0
132.0,178.0,301.0,123.0,46.0,34.0,941.0,140.0,160.0,260.0,1,1,0,0,0,1,0
156.0,144.0,259.0,99.0,39.0,27.0,766.0,110.0,130.0,210.0,1,1,1,0,0,1,0
167.0,163.0,274.0,113.0,39.0,31.0,897.0,130.0,150.0,240.0,1,1,1,0,0,1,0
68.0,107.0,190.0,83.0,39.0,27.0,623.0,60.0,90.0,160.0,1,1,0,0,0,1,0
70.0,109.0,193.0,84.0,39.0,27.0,603.0,60.0,90.0,160.0,1,1,0,0,0,1,0
67.0,107.0,190.0,83.0,40.0,27.0,574.0,60.0,90.0,160.0,1,1,0,0,0,1,0
43.0,74.0,132.0,58.0,31.0,19.0,548.0,50.0,70.0,110.0,1,1,0,0,0,1,0
27.0,51.0,90.0,39.0,24.0,12.0,541.0,40.0,40.0,60.0,1,1,0,0,0,1,0
104.0,109.0,206.0,84.0,39.0,27.0,603.0,60.0,90.0,160.0,1,1,1,0,0,1,0
84.0,117.0,198.0,81.0,33.0,22.0,984.0,80.0,110.0,180.0,1,1,0,0,0,1,0
88.0,124.0,210.0,86.0,36.0,24.0,1003.0,80.0,110.0,190.0,1,1,0,0,0,1,0
184.0,178.0,298.0,123.0,42.0,34.0,947.0,140.0,160.0,260.0,1,1,1,0,0,1,0
125.0,118.0,212.0,81.0,34.0,22.0,588.0,80.0,110.0,170.0,1,1,1,0,0,0,1
79.0,79.0,142.0,54.0,26.0,15.0,601.0,50.0,70.0,110.0,1,1,1,0,0,0,1
59.0,114.0,189.0,75.0,55.0,24.0,549.0,50.0,100.0,160.0,1,1,0,0,0,0,1
49.0,102.0,170.0,68.0,53.0,22.0,559.0,40.0,90.0,140.0,1,1,0,0,0,0,1
59.0,114.0,189.0,75.0,55.0,24.0,659.0,50.0,90.0,150.0,1,1,0,0,0,0,1
47.0,101.0,168.0,67.0,54.0,22.0,677.0,40.0,80.0,130.0,1,1,0,0,0,0,1
61.0,96.0,159.0,64.0,48.0,21.0,593.0,50.0,90.0,140.0,1,1,1,0,0,0,1
59.0,90.0,160.0,60.0,50.0,19.0,656.0,40.0,80.0,130.0,1,1,1,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,3,1,0,1,0,0,0
135.0,136.0,228.0,94.0,35.0,26.0,608.0,120.0,150.0,240.0,3,1,1,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,1558.0,40.0,70.0,130.0,3,1,0,0,0,1,0
204.0,76.0,138.0,60.0,46.0,22.0,619.0,140.0,240.0,130.0,3,1,0,0,0,1,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,3,1,1,0,0,1,0
40.0,76.0,175.0,60.0,95.0,74.0,619.0,40.0,-50.0,80.0,3,1,1,0,0,1,0
100.0,137.0,232.0,95.0,37.0,26.0,809.0,120.0,150.0,250.0,3,1,0,0,0,0,1
144.0,191.0,323.0,132.0,47.0,36.0,994.0,170.0,210.0,340.0,3,1,0,0,0,0,1
95.0,132.0,223.0,91.0,37.0,25.0,777.0,120.0,150.0,240.0,3,1,0,0,0,0,1
156.0,144.0,259.0,99.0,39.0,27.0,766.0,130.0,160.0,260.0,3,1,1,0,0,0,1
175.0,76.0,138.0,60.0,87.0,63.0,1459.0,40.0,70.0,130.0,3,1,0,0,1,0,0
40.0,76.0,138.0,60.0,97.0,72.0,1405.0,40.0,70.0,130.0,3,1,0,0,1,0,0
40.0,76.0,138.0,60.0,91.0,74.0,1355.0,40.0,70.0,130.0,3,1,1,0,1,0,0
39.0,105.0,190.0,85.0,66.0,32.0,494.0,40.0,100.0,190.0,1,0,0,1,0,0,0
31.0,93.0,169.0,76.0,62.0,28.0,613.0,40.0,90.0,170.0,1,0,0,1,0,0,0
68.0,90.0,176.0,75.0,44.0,23.0,956.0,60.0,100.0,170.0,1,0,1,1,0,0,0
52.0,77.0,151.0,65.0,42.0,20.0,1053.0,70.0,80.0,130.0,1,0,1,1,0,0,0
53.0,76.0,148.0,63.0,40.0,19.0,1075.0,40.0,70.0,130.0,1,0,1,1,0,0,0
2.0,49.0,88.0,39.0,47.0,14.0,250.0,0.0,40.0,70.0,1,0,0,0,0,0,1
-6.0,42.0,80.0,33.0,46.0,12.0,190.0,0.0,40.0,60.0,1,0,1,0,0,0,1
41.0,65.0,109.0,44.0,24.0,12.0,844.0,50.0,70.0,120.0,1,0,0,0,1,0,0
57.0,65.0,108.0,44.0,22.0,12.0,844.0,50.0,70.0,120.0,1,0,1,0,1,0,0
40.0,49.0,82.0,34.0,19.0,9.0,890.0,40.0,60.0,90.0,1,0,1,0,1,0,0
56.0,61.0,110.0,42.0,23.0,11.0,771.0,60.0,80.0,120.0,1,0,1,0,1,0,0
43.0,53.0,88.0,36.0,20.0,10.0,828.0,40.0,60.0,100.0,1,0,1,0,1,0,0
40.0,48.0,86.0,33.0,21.0,9.0,836.0,50.0,60.0,100.0,1,0,1,0,1,0,0
-8.0,61.0,104.0,43.0,69.0,39.0,256.0,10.0,60.0,90.0,1,0,0,0,0,1,0
-7.0,62.0,106.0,44.0,69.0,40.0,325.0,10.0,60.0,90.0,1,0,0,0,0,1,0
-1.0,82.0,140.0,59.0,77.0,53.0,338.0,10.0,70.0,120.0,1,0,1,0,0,1,0
3.0,88.0,150.0,63.0,80.0,57.0,332.0,20.0,80.0,130.0,1,0,1,0,0,1,0
-32.0,18.0,106.0,88.0,50.0,27.0,715.0,-10.0,20.0,90.0,1,0,0,0,0,1,0
-33.0,25.0,141.0,116.0,58.0,35.0,1142.0,0.0,30.0,120.0,1,0,0,0,0,1,0
-18.0,40.0,142.0,93.0,52.0,28.0,840.0,10.0,40.0,110.0,1,0,1,0,0,1,0
-21.0,38.0,135.0,98.0,49.0,30.0,973.0,0.0,30.0,110.0,1,0,1,0,0,1,0
11.0,51.0,88.0,37.0,40.0,12.0,195.0,10.0,40.0,70.0,1,0,0,0,0,0,1
14.0,55.0,96.0,41.0,41.0,13.0,239.0,20.0,50.0,80.0,1,0,0,0,0,0,1
17.0,59.0,103.0,44.0,42.0,14.0,258.0,30.0,60.0,90.0,1,0,0,0,0,0,1
13.0,53.0,92.0,39.0,40.0,12.0,244.0,30.0,40.0,60.0,1,0,0,0,0,0,1
13.0,47.0,87.0,35.0,38.0,11.0,248.0,10.0,40.0,60.0,1,0,1,0,0,0,1
-3.0,42.0,76.0,34.0,45.0,12.0,211.0,0.0,40.0,60.0,1,0,0,0,0,0,1
18.0,35.0,58.0,23.0,17.0,6.0,843.0,30.0,40.0,60.0,1,0,0,1,0,0,0
19.0,38.0,63.0,25.0,19.0,7.0,851.0,30.0,40.0,60.0,1,0,0,1,0,0,0
10.0,25.0,41.0,16.0,15.0,4.0,851.0,20.0,30.0,40.0,1,0,0,1,0,0,0
5.0,34.0,62.0,28.0,29.0,8.0,965.0,20.0,40.0,60.0,1,0,0,1,0,0,0
6.0,35.0,63.0,28.0,29.0,8.0,958.0,20.0,40.0,60.0,1,0,0,1,0,0,0
8.0,34.0,69.0,28.0,30.0,8.0,965.0,20.0,40.0,60.0,1,0,1,1,0,0,0
9.0,35.0,67.0,28.0,29.0,8.0,961.0,20.0,40.0,60.0,1,0,1,1,0,0,0
11.0,38.0,69.0,32.0,28.0,9.0,996.0,20.0,40.0,70.0,1,0,1,1,0,0,0
12.0,38.0,74.0,31.0,30.0,9.0,1009.0,10.0,30.0,60.0,1,0,1,1,0,0,0
1.0,18.0,32.0,14.0,17.0,4.0,602.0,10.0,20.0,30.0,1,0,0,1,0,0,0
-2.0,13.0,23.0,10.0,15.0,3.0,598.0,10.0,10.0,10.0,1,0,0,1,0,0,0
-3.0,13.0,23.0,10.0,16.0,3.0,596.0,10.0,20.0,20.0,1,0,0,1,0,0,0
18.0,31.0,58.0,23.0,19.0,7.0,620.0,20.0,30.0,50.0,1,0,1,1,0,0,0
13.0,28.0,52.0,21.0,19.0,6.0,614.0,20.0,30.0,50.0,1,0,1,1,0,0,0
1.0,18.0,32.0,14.0,16.0,4.0,602.0,10.0,20.0,30.0,1,0,1,1,0,0,0
-3.0,13.0,25.0,10.0,15.0,3.0,598.0,10.0,10.0,10.0,1,0,1,1,0,0,0
13.0,29.0,49.0,20.0,16.0,5.0,808.0,20.0,30.0,50.0,1,0,0,0,1,0,0
27.0,35.0,62.0,23.0,17.0,6.0,800.0,50.0,50.0,70.0,1,0,1,0,1,0,0
31.0,43.0,43.0,0.0,12.0,0.0,559.0,40.0,50.0,50.0,1,0,0,0,1,0,0
32.0,43.0,43.0,0.0,11.0,0.0,344.0,40.0,50.0,50.0,1,0,0,0,1,0,0
202.0,76.0,138.0,60.0,110.0,77.0,1310.0,40.0,70.0,130.0,1,0,0,0,0,1,0
40.0,76.0,138.0,60.0,112.0,22.0,1260.0,40.0,70.0,130.0,1,0,0,0,0,1,0
40.0,76.0,138.0,60.0,46.0,22.0,1616.0,40.0,70.0,130.0,1,0,0,0,0,1,0
40.0,76.0,138.0,60.0,113.0,22.0,619.0,40.0,70.0,130.0,1,0,0,0,0,1,0
40.0,76.0,138.0,60.0,46.0,77.0,1310.0,40.0,70.0,130.0,1,0,1,0,0,1,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,1,0,1,0,0,1,0
40.0,76.0,138.0,60.0,108.0,75.0,619.0,40.0,70.0,130.0,1,0,1,0,0,1,0
114.0,176.0,298.0,122.0,62.0,39.0,789.0,130.0,150.0,240.0,1,0,0,0,0,1,0
134.0,139.0,262.0,95.0,56.0,30.0,608.0,90.0,120.0,200.0,1,0,1,0,0,1,0
151.0,158.0,285.0,109.0,56.0,34.0,585.0,110.0,140.0,230.0,1,0,1,0,0,1,0
159.0,165.0,296.0,113.0,58.0,36.0,803.0,100.0,150.0,250.0,1,0,1,0,0,1,0
164.0,76.0,138.0,60.0,97.0,72.0,619.0,150.0,230.0,130.0,1,0,0,0,0,0,1
155.0,249.0,138.0,60.0,94.0,69.0,619.0,140.0,220.0,130.0,1,0,0,0,0,0,1
156.0,76.0,138.0,60.0,95.0,70.0,619.0,120.0,200.0,130.0,1,0,0,0,0,0,1
40.0,229.0,138.0,60.0,88.0,63.0,1436.0,140.0,210.0,400.0,1,0,1,0,0,0,1
40.0,76.0,138.0,60.0,95.0,70.0,619.0,120.0,200.0,130.0,1,0,1,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,619.0,170.0,70.0,130.0,1,0,0,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,1419.0,160.0,70.0,130.0,1,0,1,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,1391.0,150.0,70.0,130.0,1,0,1,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,1,0,1,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,619.0,130.0,250.0,130.0,1,0,1,0,0,0,1
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,3,1,0,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,3,1,1,1,0,0,0
105.0,145.0,245.0,100.0,40.0,28.0,598.0,130.0,160.0,260.0,3,1,0,0,0,0,1
84.0,118.0,199.0,81.0,34.0,22.0,588.0,100.0,130.0,210.0,3,1,0,0,0,0,1
123.0,117.0,211.0,81.0,34.0,22.0,441.0,100.0,130.0,210.0,3,1,1,0,0,0,1
40.0,-52.0,69.0,121.0,46.0,22.0,619.0,40.0,-50.0,60.0,3,1,0,0,1,0,0
40.0,-52.0,68.0,121.0,46.0,22.0,619.0,40.0,-50.0,60.0,3,1,1,0,1,0,0
40.0,76.0,138.0,60.0,46.0,22.0,1565.0,40.0,70.0,130.0,3,1,0,0,0,1,0
199.0,191.0,320.0,132.0,44.0,36.0,994.0,170.0,210.0,340.0,3,1,1,0,0,0,1
94.0,130.0,219.0,89.0,36.0,24.0,777.0,110.0,140.0,230.0,3,1,0,0,0,0,1
153.0,152.0,254.0,104.0,38.0,29.0,821.0,120.0,160.0,270.0,3,1,1,0,0,0,1
179.0,76.0,138.0,60.0,98.0,74.0,1319.0,40.0,70.0,130.0,3,1,0,0,1,0,0
40.0,76.0,138.0,60.0,83.0,59.0,933.0,40.0,70.0,130.0,3,1,0,0,1,0,0
40.0,-45.0,95.0,141.0,63.0,45.0,1514.0,40.0,-50.0,120.0,2,1,1,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,2,1,0,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,2,1,0,1,0,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,2,1,1,1,0,0,0
40.0,-26.0,118.0,144.0,91.0,47.0,862.0,40.0,-40.0,140.0,2,1,0,1,0,0,0
40.0,-27.0,127.0,154.0,94.0,50.0,1288.0,40.0,-40.0,150.0,2,1,0,1,0,0,0
40.0,-24.0,139.0,154.0,93.0,50.0,619.0,40.0,-30.0,190.0,2,1,1,1,0,0,0
59.0,114.0,189.0,75.0,55.0,24.0,659.0,40.0,80.0,130.0,2,1,0,0,0,0,1
84.0,108.0,201.0,72.0,57.0,23.0,558.0,50.0,80.0,120.0,2,1,1,0,0,0,1
41.0,79.0,130.0,52.0,46.0,17.0,662.0,20.0,50.0,80.0,2,1,1,0,0,0,1
50.0,201.0,342.0,144.0,46.0,22.0,874.0,50.0,200.0,330.0,2,1,1,0,1,0,0
40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,70.0,130.0,2,1,0,0,1,0,0
